termo_de_busca,titulo_produto,preco,link
cartucho de impressão hp,Kit 10un Snap Fill Para Cartuchos Preto Hp 15 15b 40 45 45b,899.70,https://produto.mercadolivre.com.br/MLB-1097197054-kit-10un-snap-fill-para-cartuchos-preto-hp-15-15b-40-45-45b-_JM\#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&wid=MLB1097197054&sid=search
cartucho de impressão hp,Cartucho De Tinta Hp 667 Cor Preto Do 2 Ml,78.90,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-do-2-ml/p/MLB37141763\#polycard_client=search-nordic&searchVariation=MLB37141763&wid=MLB5211173074&position=4&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Recarga De Cartucho De Impressora Faça Você Mesmo Compatível Com Impressoras Hp 2800 Series 2874 2774 2676 1000 1050 3050 3516 2516 F4180 F4480 C4480 C4680 Cartuchos 667 664 662 74 21 901 60 46 61 92,59.70,https://www.mercadolivre.com.br/recarga-de-cartucho-de-impressora-faca-voc-mesmo-compativel-com-impressoras-hp-2800-series-2874-2774-2676-1000-1050-3050-3516-2516-f4180-f4480-c4480-c4680-cartuchos-667-664-662-74-21-901-60-46-61-92/p/MLB45262204\#polycard_client=search-nordic&searchVariation=MLB45262204&wid=MLB5248624468&position=18&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Frascos De Recarga De Tinta Hp 31 32xl Configurados Para Hp,265.19,https://produto.mercadolivre.com.br/MLB-4041774241-frascos-de-recarga-de-tinta-hp-31-32xl-configurados-para-hp-_JM\#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881
cartucho de impressão hp,Kit Recarga Impressora Compativel Cartucho Hp 122 60 901 74 664 662 667 Tinta Preta Corante Snap Fill e Manual de Instruções Inkcolor,39.90,https://www.mercadolivre.com.br/kit-recarga-impressora-compativel-cartucho-hp-122-60-901-74-664-662-667-tinta-preta-corante-snap-fill-e-manual-de-instrucoes-inkcolor/p/MLB44798903\#polycard_client=search-nordic&searchVariation=MLB44798903&wid=MLB5225508460&position=16&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartuchos De Tinta Coccink 62xl Para Tinta Hp 62 Envy Black,524.13,https://produto.mercadolivre.com.br/MLB-5365278990-cartuchos-de-tinta-coccink-62xl-para-tinta-hp-62-envy-black-_JM\#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881
cartucho de impressão hp,650ml Kit Tinta Recarga Compatível Cartuchos Impressora Hp,39.99,https://produto.mercadolivre.com.br/MLB-1699914117-650ml-kit-tinta-recarga-compativel-cartuchos-impressora-hp-_JM\#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&wid=MLB1699914117&sid=search
cartucho de impressão hp,Kit Cartucho Hp 938 P/ 9110 9130 9730,950,https://www.mercadolivre.com.br/kit-cartucho-hp-938-p-9110-9130-9730/p/MLB41877220\#polycard_client=search-nordic&searchVariation=MLB41877220&wid=MLB5120098024&position=17&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Recarga De Cartucho Preto Inkcor 100 ml Para Modelos 2874 2774 2676 3636 2700 2600 2800 MG2910 MG2410 Cartuchos 667 664 662 901 60 92 667xl 664xl 662xl 74 21 144 54 140,29.90,https://www.mercadolivre.com.br/recarga-de-cartucho-preto-inkcor-100-ml-para-modelos-2874-2774-2676-3636-2700-2600-2800-mg2910-mg2410-cartuchos-667-664-662-901-60-92-667xl-664xl-662xl-74-21-144-54-140/p/MLB32973774\#polycard_client=search-nordic&searchVariation=MLB32973774&wid=MLB5181421804&position=9&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Pacote Hp De Cartuchos De Tinta Combinados Lemero Utrust 62x,405.23,https://produto.mercadolivre.com.br/MLB-4041820147-pacote-hp-de-cartuchos-de-tinta-combinados-lemero-utrust-62x-_JM\#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881
cartucho de impressão hp,650ml Kit Tinta Recarga Compatível Cartuchos Impressora Hp,27.11,https://produto.mercadolivre.com.br/MLB-2069938297-650ml-kit-tinta-recarga-compativel-cartuchos-impressora-hp-_JM\#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&wid=MLB2069938297&sid=search
cartucho de impressão hp,Cartucho de Tinta HP 60B Preto Simples CC636WB 4ml,109,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-60b-preto-simples-cc636wb-4ml/p/MLB24125481\#polycard_client=search-nordic&searchVariation=MLB24125481&wid=MLB4678626640&position=13&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Kit Recarga De Cartucho Compativel Impressora Hp 2676 Cartuchos 664 664xl Com Snap Fill E Tinta Inkcor,59.90,https://www.mercadolivre.com.br/kit-recarga-de-cartucho-compativel-impressora-hp-2676-cartuchos-664-664xl-com-snap-fill-e-tinta-inkcor/p/MLB45902793\#polycard_client=search-nordic&searchVariation=MLB45902793&wid=MLB3968125597&position=19&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Hp Ink Cartridges 2x 662xl Preto / Black Cz105ab,189,https://www.mercadolivre.com.br/hp-ink-cartridges-2x-662xl-preto-black-cz105ab/p/MLB48643172\#polycard_client=search-nordic&searchVariation=MLB48643172&wid=MLB5356295280&position=35&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartucho De Tinta 712 Preto 80ml Hp T210 T250 T650,418,https://www.mercadolivre.com.br/cartucho-de-tinta-712-preto-80ml-hp-t210-t250-t650/p/MLB22536214\#polycard_client=search-nordic&searchVariation=MLB22536214&wid=MLB4754899024&position=33&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Substituição Do Cartucho De Tinta Linkdocs 61xl Para Hp 61,291.15,https://produto.mercadolivre.com.br/MLB-5364047882-substituico-do-cartucho-de-tinta-linkdocs-61xl-para-hp-61-_JM\#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881
cartucho de impressão hp,Cartucho Hp 667 667xl Deskjet 2776 Preto,119.90,https://www.mercadolivre.com.br/cartucho-hp-667-667xl-deskjet-2776-preto/p/MLB22843608\#polycard_client=search-nordic&searchVariation=MLB22843608&wid=MLB3905774637&position=23&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartucho De Tinta Hp 667 Cor Preto Colorido 2 Unidades,161,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-colorido-2-unidades/p/MLB38766141\#polycard_client=search-nordic&searchVariation=MLB38766141&wid=MLB5383767248&position=28&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartuchos De Tinta Colorida Hp 63xl Remanufaturados Da Linkd,446.06,https://produto.mercadolivre.com.br/MLB-4041731443-cartuchos-de-tinta-colorida-hp-63xl-remanufaturados-da-linkd-_JM\#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881
cartucho de impressão hp,Cartucho Tinta Hp 662 Colorido Advantage,76.67,https://www.mercadolivre.com.br/cartucho-tinta-hp-662-colorido-advantage/p/MLB37002235\#polycard_client=search-nordic&searchVariation=MLB37002235&wid=MLB3947485753&position=26&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,HP InkJet 45 Cartucho De Tinta Cor Preto Do 42 mL,255.90,https://www.mercadolivre.com.br/hp-inkjet-45-cartucho-de-tinta-cor-preto-do-42-ml/p/MLB36779280\#polycard_client=search-nordic&searchVariation=MLB36779280&wid=MLB5146587546&position=34&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Hemeiny Diy Waste Ink Coleta Almofada De Esponja Hp,241.32,https://produto.mercadolivre.com.br/MLB-5363506094-hemeiny-diy-waste-ink-coleta-almofada-de-esponja-hp-_JM\#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881
cartucho de impressão hp,2 Cartuchos Hp 662 Preto E Colorido Da 2516 3516 1516 2546,190.11,https://www.mercadolivre.com.br/2-cartuchos-hp-662-preto-e-colorido-da-2516-3516-1516-2546/p/MLB36931834\#polycard_client=search-nordic&searchVariation=MLB36931834&wid=MLB3896336531&position=27&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartucho Hp 667xl: Tinta Color E Bk - Estoque Limitado,226.99,https://produto.mercadolivre.com.br/MLB-5360135802-cartucho-hp-667xl-tinta-color-e-bk-estoque-limitado-_JM\#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&wid=MLB5360135802&sid=search
cartucho de impressão hp,Cartucho preto Hp 664xl,199,https://www.mercadolivre.com.br/cartucho-preto-hp-664xl/p/MLB43544566\#polycard_client=search-nordic&searchVariation=MLB43544566&wid=MLB4034327063&position=31&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartucho De Tinta Hp 712 Amarelo Pluk 29ml 3ed69a Wespetec,215.95,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-712-amarelo-pluk-29ml-3ed69a-wespetec/p/MLB22304579\#polycard_client=search-nordic&searchVariation=MLB22304579&wid=MLB4057991613&position=29&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartucho HP 667 Preto 2376 2776 6476,78.97,https://www.mercadolivre.com.br/cartucho-hp-667-preto-2376-2776-6476/p/MLB22022306\#polycard_client=search-nordic&searchVariation=MLB22022306&wid=MLB5373347484&position=30&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartucho Hp 711 Cz129a Black - T120/ T520,337,https://www.mercadolivre.com.br/cartucho-hp-711-cz129a-black-t120-t520/p/MLB39273129\#polycard_client=search-nordic&searchVariation=MLB39273129&wid=MLB3841613289&position=22&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de impressão hp,Cartucho de tinta preta original HP 964xl de alto rendimento,339.90,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-original-hp-964xl-de-alto-rendimento/p/MLB22298817\#polycard_client=search-nordic&searchVariation=MLB22298817&wid=MLB3707067777&position=32&search_layout=grid&type=product&tracking_id=67a513b5-391e-4000-ad13-9ce0991ec881&sid=search
cartucho de jato de tinta hp,Cartucho Jato De Tinta Hp 122xl Preto Black Tinta Ch563hb Nf,259.75,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rEoy6GRHBRBe8%2BxarOmI7Cu%2FAauIExGHSNfacQEs%2FW26rhdnUvi7FmRQG5s61rzsJnEiA5A3emAW8f1vMLdM6G3baM5Opx7kQW%2Bi3pTjSflxgmvb54xM8A7kRJa62rUcD5z7jN6J3jhUZAhsipxGtx5IPOatpv5bhe3OKgzQdpYFjBM7F9yXJSs3f7egER0ep4rQFnU5Tpk4%2FjFzt%2B6PDGe4QDrUGVkjDc8fTUuupfWp30JKN5SZOwjB3le6tz2aZpgrgwJNBkWignMMtn4tmnrabkmiInLOgdR6wO3LaMsGoenec3vtthj4poUBs4EYsvtDb9acqGcvEegG8iVQwxYjcgX6%2FQmPdx%2FobGAj3eagQQzmXV0vlOnMgqeeB%2B%2FVo5rtQx%2FZGhf2eRGy%2FqKM2zOB3geGhJzLtXsP1Dl51RatfNKok67YKIaw3bfBgk8TEGOJyrYyJQqVdWU7jqxx1pMhBwSZQJmmMF3JuAigG6a8tT6%2BnB96x4rs%2FoVLCXU5w0EKzTUcYGalBIn%2BoUboAWGyWqq5K6TxfYLBAGKT35fMx0dBQ4q2Cs3or4IKJGFMqprKcv2F0IRLkdPWX4%2BO2A0PNzGPS6%2BesNRhk3caTTDEQFwL3S1BXodccF4egTYcMHCytPRejSsivfjc3KeHCF5EIbLdVy1syGVaNQ3iQ5uUo72lhAYXWaqCOVD3C%2BUdNl4g1MQVi%2BdqlRgGb08L9HqnLNBgIOFxxh8VAWupwmTN9zDIPIfe%2Fabf2iHDJbJthS8EfPaevhRa9HVcQbaOp6yC6jjZAKADvl0%3D\#polycard_client=search-nordic&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB3457176221&sid=search
cartucho de jato de tinta hp,Plotter T3170 24 Epson Surecolor A1 Wifi Bivolt C11cf11201,6724,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=G%2FNcN4DjxJ0A3GEjJCZkHHorvKDH5HvfVe7iE7l7IDejA7pod1b7BHU9VU8180BM59vHBj8kD2rnDlPhuG2mL6SpS4ypuYF2qu1MSMrlaOQRVgFRtuSWybyXIM4AwWVamAzdzBb3ytZniGE66zNvxZKg5t90QfpIk9xI2tGFhalC8XbEBag1D1zAWM2B2oIZQO0lchy5bsctoEZN0k5jWXq8dFfCw0JI4C4oxi2KW8aeb1o6WiSgwai1ryCRNVmGx9Haz4RLNXay9nFOxTy7mbFY4uOY22Z7awJkPTNOR6uRKmGev6N0CqQVWegU6k8HDS9SUZXu%2FhasFSVnEnSXujOpo42O8rBfhX7JEaskrBk4cdLjHC7lvOouCNBopG7GELkZ95TOlOGTReBKKE4nC6t6HbVa1PcA03a1A4Eg1oZMCmzoapaMN6GkNw2Iy%2FyjIhXqWVqMYz09m9b05AKfpozaH%2FrLLyVEUIltRjwARuiylkUtLffDqXUMdSY8mUYBRXJdMC6sAs8O6%2FhNCCPzAkoKexkG9Yv3shH0MiswyfTuPK%2BKWph92QMGqczXDhjlviFwfIcel3UjscqDIMnh%2FO1ywLSXxun%2FGYKtjVDPjLRdzM1%2F6oi7f2Uaeo9G9niXnjvkptOxEt4ReU%2FdAPbnxtv9P1Al5eY6xLjK8iId5ydh8Gm8s6KbxEm9BhnuG96%2F8pGs%2FrU2nvzJjoFTkdn15cXeVzOW91oDghbqrrLKZwL24xlvWVc4vT6lJXXyZcnfwU1FLja81o76lT%2FxaEgnvqZaycTnLBcL\#polycard_client=search-nordic&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB5250609432&sid=search
cartucho de jato de tinta hp,Impressora multifuncional cor HP Multifuncional DeskJet Ink Advantage 2874 127/220V,489,https://www.mercadolivre.com.br/impressora-multifuncional-cor-hp-multifuncional-deskjet-ink-advantage-2874-127220v/p/MLB34923702\#polycard_client=search-nordic&searchVariation=MLB34923702&wid=MLB4006192617&position=4&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,HP InkJet 45 Cartucho De Tinta Cor Preto Do 42 mL,255.90,https://www.mercadolivre.com.br/hp-inkjet-45-cartucho-de-tinta-cor-preto-do-42-ml/p/MLB36779280\#polycard_client=search-nordic&searchVariation=MLB36779280&wid=MLB5146587546&position=5&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,300 Clips Cristal Com Borracha Para Cartucho Jato De Tinta,159,https://produto.mercadolivre.com.br/MLB-3613183003-300-clips-cristal-com-borracha-para-cartucho-jato-de-tinta-_JM\#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB3613183003&sid=search
cartucho de jato de tinta hp,Impressora Multifuncional Hp Deskjet Ink Advantage 2874 Wifi Cor Preto 127/220V,529,https://www.mercadolivre.com.br/impressora-multifuncional-hp-deskjet-ink-advantage-2874-wifi-cor-preto-127220v/p/MLB44435791\#polycard_client=search-nordic&searchVariation=MLB44435791&wid=MLB4030638447&position=7&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Impressora Multifuncional HP Smart Tank 584 color negro 110/220V,1308,https://www.mercadolivre.com.br/impressora-multifuncional-hp-smart-tank-584-color-negro-110220v/p/MLB34801962\#polycard_client=search-nordic&searchVariation=MLB34801962&wid=MLB5328499406&position=11&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,200 Clips Cristal Com Borracha Para Cartucho Jato De Tinta,129,https://produto.mercadolivre.com.br/MLB-3612938759-200-clips-cristal-com-borracha-para-cartucho-jato-de-tinta-_JM\#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB3612938759&sid=search
cartucho de jato de tinta hp,Kit 2 Cartuchos Jato De Tinta Original Hp 51645a 645 45 42ml,445.90,https://produto.mercadolivre.com.br/MLB-5380959682-kit-2-cartuchos-jato-de-tinta-original-hp-51645a-645-45-42ml-_JM\#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB5380959682&sid=search
cartucho de jato de tinta hp,Impressora função única monocromática HP Laser 107w 220V,1404,https://www.mercadolivre.com.br/impressora-funco-unica-monocromatica-hp-laser-107w-220v/p/MLB15188002\#polycard_client=search-nordic&searchVariation=MLB15188002&wid=MLB3797387304&position=19&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartucho de tinta HP 664xl Tricolor 8ml,197,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664xl-tricolor-8ml/p/MLB36751101\#polycard_client=search-nordic&searchVariation=MLB36751101&wid=MLB3695549545&position=18&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartuchos De Jato De Tinta Hp 5 Pakc Ink Works Para,448.55,https://produto.mercadolivre.com.br/MLB-5363811766-cartuchos-de-jato-de-tinta-hp-5-pakc-ink-works-para-_JM\#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5
cartucho de jato de tinta hp,Cartucho De Tinta Hp 935xl 935 Jato De Tinta Amarelo C2p26al,195.92,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-935xl-935-jato-de-tinta-amarelo-c2p26al/p/MLB45931092\#polycard_client=search-nordic&searchVariation=MLB45931092&wid=MLB4032911793&position=16&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartucho De Tinta 122xl Preto Hp,231.82,https://www.mercadolivre.com.br/cartucho-de-tinta-122xl-preto-hp/p/MLB37389741\#polycard_client=search-nordic&searchVariation=MLB37389741&wid=MLB3905567101&position=3&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartucho Hp 954 Jato De Tinta Preto - L0s59ab,180,https://www.mercadolivre.com.br/cartucho-hp-954-jato-de-tinta-preto-l0s59ab/p/MLB36751401\#polycard_client=search-nordic&searchVariation=MLB36751401&wid=MLB4992824152&position=13&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartucho de Tinta HP 954 Amarelo,149,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-954-amarelo/p/MLB37348129\#polycard_client=search-nordic&searchVariation=MLB37348129&wid=MLB3998706207&position=22&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartucho de tinta preta HP 122 XL,256.96,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-122-xl/p/MLB24585302\#polycard_client=search-nordic&searchVariation=MLB24585302&wid=MLB4053612787&position=26&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,"Cartucho Hp 920xl Jato De Tinta Amarelo 7,5ml - Cd974al",75.60,https://www.mercadolivre.com.br/cartucho-hp-920xl-jato-de-tinta-amarelo-75ml-cd974al/p/MLB22266944\#polycard_client=search-nordic&searchVariation=MLB22266944&wid=MLB5334102538&position=24&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Impressora Hp Smart Tank 210 Colorida Wi-fi 100v - 240v,1045,https://www.mercadolivre.com.br/impressora-hp-smart-tank-210-colorida-wi-fi-100v-240v/p/MLB42164745\#polycard_client=search-nordic&searchVariation=MLB42164745&wid=MLB3886293615&position=28&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,3 Cartuchos Hp 664xl 664 Xl Preto Genuínos,298.50,https://www.mercadolivre.com.br/3-cartuchos-hp-664xl-664-xl-preto-genuinos/p/MLB48597775\#polycard_client=search-nordic&searchVariation=MLB48597775&wid=MLB5355055414&position=17&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Kit 4 Cartuchos Compatível Com Hp 564xl Cmyk B8550 C6350 564,64.90,https://produto.mercadolivre.com.br/MLB-1955308011-kit-4-cartuchos-compativel-com-hp-564xl-cmyk-b8550-c6350-564-_JM\#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB1955308011&sid=search
cartucho de jato de tinta hp,Cartucho Hp 980 Original D8j07a Cyan \| X555dn X555xh X585z,150,https://www.mercadolivre.com.br/cartucho-hp-980-original-d8j07a-cyan-x555dn-x555xh-x585z/p/MLB22298133\#polycard_client=search-nordic&searchVariation=MLB22298133&wid=MLB4049993835&position=29&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartuchos Jato De Tinta 60 Comum Preto E Color Promoção,192,https://produto.mercadolivre.com.br/MLB-5349743802-cartuchos-jato-de-tinta-60-comum-preto-e-color-promoco-_JM\#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB5349743802&sid=search
cartucho de jato de tinta hp,Cartucho Hp 954 Preto L0s59a Original P/ 7740 8710 8740,299.90,https://produto.mercadolivre.com.br/MLB-4653473198-cartucho-hp-954-preto-l0s59a-original-p-7740-8710-8740-_JM\#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB4653473198&sid=search
cartucho de jato de tinta hp,Cartucho Hp Original para usar,78.90,https://www.mercadolivre.com.br/cartucho-hp-original-para-usar/p/MLB21968428\#polycard_client=search-nordic&searchVariation=MLB21968428&wid=MLB3928545963&position=30&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartucho Compatível Com Hp 711xl Cz132a Yellow \| T120 \| T520,68,https://produto.mercadolivre.com.br/MLB-1794536357-cartucho-compativel-com-hp-711xl-cz132a-yellow-t120-t520-_JM\#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&wid=MLB1794536357&sid=search
cartucho de jato de tinta hp,Impressora Multifuncional Hp Officejet Color A3 9730 Jato De Tinta Colorida Usb E Wi-fi Bivolt,2799,https://www.mercadolivre.com.br/impressora-multifuncional-hp-officejet-color-a3-9730-jato-de-tinta-colorida-usb-e-wi-fi-bivolt/p/MLB37988968\#polycard_client=search-nordic&searchVariation=MLB37988968&wid=MLB5371738680&position=25&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Impressora Multifuncional Hp Deskjet Ink Advantage 2874 Wifi,519,https://produto.mercadolivre.com.br/MLB-3943477547-impressora-multifuncional-hp-deskjet-ink-advantage-2874-wifi-_JM?searchVariation=182653140662\#polycard_client=search-nordic&searchVariation=182653140662&position=39&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5
cartucho de jato de tinta hp,Cartucho de tinta tricolor Hp 664xl,189,https://www.mercadolivre.com.br/cartucho-de-tinta-tricolor-hp-664xl/p/MLB36751317\#polycard_client=search-nordic&searchVariation=MLB36751317&wid=MLB3852554461&position=9&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Cartucho Jato De Tinta Ink Advantage 664xl Black,142.50,https://www.mercadolivre.com.br/cartucho-jato-de-tinta-ink-advantage-664xl-black/p/MLB36877280\#polycard_client=search-nordic&searchVariation=MLB36877280&wid=MLB3934528275&position=21&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,650ml Tinta Cartuchos 61 60 122 901 21 675 662 564 670 74 Tinta Cmyk,33.02,https://www.mercadolivre.com.br/650ml-tinta-cartuchos-61-60-122-901-21-675-662-564-670-74-tinta-cmyk/p/MLB36783383\#polycard_client=search-nordic&searchVariation=MLB36783383&wid=MLB3687574665&position=14&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Impressora Hp Smart Tank 210 Colorida Wi-fi Usb Bivolt,1119,https://produto.mercadolivre.com.br/MLB-3964158305-impressora-hp-smart-tank-210-colorida-wi-fi-usb-bivolt-_JM?searchVariation=186823843885\#polycard_client=search-nordic&searchVariation=186823843885&position=40&search_layout=grid&type=item&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5
cartucho de jato de tinta hp,Cartucho Hp 21 Jato De Tinta Preto 7ml - C9351ab,119,https://www.mercadolivre.com.br/cartucho-hp-21-jato-de-tinta-preto-7ml-c9351ab/p/MLB24120715\#polycard_client=search-nordic&searchVariation=MLB24120715&wid=MLB5329980084&position=20&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
cartucho de jato de tinta hp,Impressora Multifuncional Hp Smart Tank 583 Tanque De Tinta Cor Branco E Bege 127/220,1099,https://www.mercadolivre.com.br/impressora-multifuncional-hp-smart-tank-583-tanque-de-tinta-cor-branco-e-bege-127220/p/MLB44779377\#polycard_client=search-nordic&searchVariation=MLB44779377&wid=MLB5376529022&position=23&search_layout=grid&type=product&tracking_id=c215f14a-ad2d-4827-893c-1307de7a4cf5&sid=search
